product_name,description,product_category_tree,retail_price,discounted_price,brand,clean_product_name,clean_description,main_category,category_encoded
Ladela Bellies,"Key Features of Ladela Bellies Brand: LADELA Color : Black,Ladela Bellies Price: Rs. 950 Experience the best bellies from the house of Ladela. Providing the best material to keep your feet cozy and active for the whole day.,Specifications of Ladela Bellies General Occasion Casual Ideal For Women Shoe Details Heel Height 0 inch Outer Material PU Color Black","[""Footwear >> Women's Footwear >> Ballerinas >> Ladela Bellies""]",1724.0,950.0,Ladela,ladela belly,key feature ladela belly brand ladela color blackladela belly price r 950 experience best belly house ladela providing best material keep foot cozy active whole dayspecifications ladela belly general occasion casual ideal woman shoe detail heel height 0 inch outer material pu color black,Footwear,74
Carrel Printed Women's,"Key Features of Carrel Printed Women's Fabric: SwimLycra Brand Color: Black, White,Carrel Printed Women's Price: Rs. 910 Max-coverage swimwear collection from CARREL BRAND, Brighten up your swim routine with this best fitting. This swimming costume from the house of Carrel is made of imported swim lycra fabric and comes in Black & White Colour. It has to be washed separately and dry in shade. Attractive & classy caressing the water. This swimwear provides excellent protection and Chlorine resistance. fast drying combined with flatlock stitching gives an unmatched comfort and helps you to that performance you have been striving for. This swimwear with its comfort and style is your perfect companion at any pool, beach or water activity. Time for you to do your own thing and Go With The Flow. This Swimwear Lightly padded, for modesty and support. This Product Support To This Size : L, XL, XXL, 3XL,4XL.,Specifications of Carrel Printed Women's Top Details Neck Round Neck Swimsuit Details Fabric SwimLycra Type Swim-dress General Details Pattern Printed Ideal For Women's Occasion Sports Fabric Care Wash with Similar Colors, Use Detergent for Colors In the Box 1 Swimware","[""Clothing >> Women's Clothing >> Sports & Gym Wear >> Swimsuits >> Carrel Swimsuits >> Carrel Printed Women's""]",2299.0,910.0,Carrel,carrel printed womens,key feature carrel printed womens fabric swimlycra brand color black whitecarrel printed womens price r 910 maxcoverage swimwear collection carrel brand brighten swim routine best fitting swimming costume house carrel made imported swim lycra fabric come black white colour washed separately dry shade attractive classy caressing water swimwear provides excellent protection chlorine resistance fast drying combined flatlock stitching give unmatched comfort help performance striving swimwear comfort style perfect companion pool beach water activity time thing go flow swimwear lightly padded modesty support product support size l xl xxl 3xl4xlspecifications carrel printed womens top detail neck round neck swimsuit detail fabric swimlycra type swimdress general detail pattern printed ideal womens occasion sport fabric care wash similar color use detergent color box 1 swimware,Clothing,43
Sicons All Purpose Tea Tree Dog Shampoo,Specifications of Sicons All Purpose Tea Tree Dog Shampoo (200 ml) General Pet Type Dog Brand Sicons Quantity 200 ml Model Number SH.DF-07 Type All Purpose Fragrance Tea Tree Form Factor Spray In the Box Sales Package Shampoo Sicons Dog Fashion Dry Bath Urban Pet,"[""Pet Supplies >> Grooming >> Skin & Coat Care >> Shampoo >> Sicons All Purpose Tea Tree Dog Shampoo (200 ml)""]",0.0,0.0,Sicons,sicons purpose tea tree dog shampoo,specification sicons purpose tea tree dog shampoo 200 ml general pet type dog brand sicons quantity 200 ml model number shdf07 type purpose fragrance tea tree form factor spray box sale package shampoo sicons dog fashion dry bath urban pet,Pet Supplies,152
Alisha Solid Women's Cycling Shorts,"Key Features of Alisha Solid Women's Cycling Shorts Cotton Lycra Black, White, Black,Specifications of Alisha Solid Women's Cycling Shorts Shorts Details Number of Contents in Sales Package Pack of 3 Fabric Cotton Lycra Type Cycling Shorts General Details Pattern Solid Ideal For Women's Fabric Care Gentle Machine Wash in Lukewarm Water, Do Not Bleach Additional Details Style Code ALTHT_3P_17 In the Box 3 shorts","[""Clothing >> Women's Clothing >> Lingerie, Sleep & Swimwear >> Shorts >> Alisha Shorts >> Alisha Solid Women's Cycling Shorts""]",999.0,379.0,Alisha,alisha solid womens cycling short,key feature alisha solid womens cycling short cotton lycra black white blackspecifications alisha solid womens cycling short short detail number content sale package pack 3 fabric cotton lycra type cycling short general detail pattern solid ideal womens fabric care gentle machine wash lukewarm water bleach additional detail style code altht3p17 box 3 short,Clothing,43
Freelance Vacuum Bottles 350 ml Bottle,"Specifications of Freelance Vacuum Bottles 350 ml Bottle (Pack of 1, Green) General Body Material Stainless steel Type Bottle In the Box Number of Contents in Sales Package Pack of 1 Sales Package 1 pcs in one packet","[""Pens & Stationery >> School Supplies >> Water Bottles >> Freelance Water Bottles >> Freelance Vacuum Bottles 350 ml Bottle (Pack of ...""]",699.0,699.0,Freelance,freelance vacuum bottle 350 ml bottle,specification freelance vacuum bottle 350 ml bottle pack 1 green general body material stainless steel type bottle box number content sale package pack 1 sale package 1 pc one packet,Pens & Stationery,151
Alisha Solid Women's Cycling Shorts,"Key Features of Alisha Solid Women's Cycling Shorts Cotton Lycra Black, White, White,Specifications of Alisha Solid Women's Cycling Shorts Shorts Details Number of Contents in Sales Package Pack of 3 Fabric Cotton Lycra Type Cycling Shorts General Details Pattern Solid Ideal For Women's Fabric Care Gentle Machine Wash in Lukewarm Water, Do Not Bleach Additional Details Style Code ALTHT_3P_2 In the Box 3 shorts","[""Clothing >> Women's Clothing >> Lingerie, Sleep & Swimwear >> Shorts >> Alisha Shorts >> Alisha Solid Women's Cycling Shorts""]",999.0,379.0,Alisha,alisha solid womens cycling short,key feature alisha solid womens cycling short cotton lycra black white whitespecifications alisha solid womens cycling short short detail number content sale package pack 3 fabric cotton lycra type cycling short general detail pattern solid ideal womens fabric care gentle machine wash lukewarm water bleach additional detail style code altht3p2 box 3 short,Clothing,43
FabHomeDecor Fabric Double Sofa Bed,"FabHomeDecor Fabric Double Sofa Bed (Finish Color - Purple Mechanism Type - Pull Out) Price: Rs. 22,646 • Fine deep seating experience • Save Space with the all new click clack Sofa Bed • Easy to fold and vice versa with simple click clack mechanism • Chrome legs with mango wood frame for long term durability • Double cushioned Sofa Bed to provide you with extra softness to make a fine seating experience • A double bed that can easily sleep two,Specifications of FabHomeDecor Fabric Double Sofa Bed (Finish Color - Purple Mechanism Type - Pull Out) Installation & Demo Installation & Demo Details Installation and demo for this product is done free of cost as part of this purchase. Our service partner will visit your location within 72 business hours from the delivery of the product. In The Box 1 Sofa Bed General Brand FabHomeDecor Mattress Included No Delivery Condition Knock Down Storage Included No Mechanism Type Pull Out Type Sofa Bed Style Contemporary & Modern Filling Material Microfiber Seating Capacity 3 Seater Upholstery Type NA Upholstery Included No Bed Size Double Shape Square Suitable For Living Room Model Number FHD132 Care Instructions Avoid outdoor use and exposure to water or prolonged moisture, Avoid exposure to direct heat or sunlight as this can cause the sofa colour to fade, Keep sharp objects away from your sofa, A little tear on the fabric cover may be hard to repair, Vacuum your sofas periodically with a soft bristled bru...View More Avoid outdoor use and exposure to water or prolonged moisture, Avoid exposure to direct heat or sunlight as this can cause the sofa colour to fade, Keep sharp objects away from your sofa, A little tear on the fabric cover may be hard to repair, Vacuum your sofas periodically with a soft bristled brush attachment or lightly brush them to keep general dirt and dust off the sofa and prevent any embedding between the fibres, Try to avoid food and drink spillage of any kind, If spills occur, do not leave unattended, In case of a stain, a water-free fabric cleaner can be used, However, avoid applying the cleaner directly on the stain as this can cause damage to the fabric and fade colour, Pour the cleaner onto a clean cloth and test its effect on a hidden area of the sofa before cleaning the stain with the cloth, A professional scotchguard treatment is one of the easiest and most effective options to protect against spills or stains and keep pet hair at bay, Getting your sofa professionally cleaned once every 6-8 months will not only take care of the nooks and corners that you can't reach, it will also make it more durable Finish Type Matte Important Note Cancellation NOT allowed for this product after 24 hrs of order booking. Warranty Covered in Warranty Warranty covers all kind of manufacturing defects. Concerned product will either be repaired or replaced based on discretion. Service Type Manufacturer Warranty Warranty Summary 6 Months Domestic Warranty Not Covered in Warranty Warranty does not cover for Improper Handling Dimensions Weight 40 kg Height 838 mm Width 1905 mm Depth 939 mm Disclaimer - The color of the product may vary slightly compared to the picture displayed on your screen. This is due to lighting, pixel quality and color settings - Please check the product's dimensions to ensure the product will fit in the desired location. Also, check if the product will fit through...View More - The color of the product may vary slightly compared to the picture displayed on your screen. This is due to lighting, pixel quality and color settings - Please check the product's dimensions to ensure the product will fit in the desired location. Also, check if the product will fit through the entrance(s) and door(s) of the premises - Please expect an unevenness of up to 5 mm in the product due to differences in surfaces and floor levels - Flipkart, or the Seller delivering the product, will not take up any type of civil work, such as drilling holes in the wall to mount the product. The product will only be assembled in case carpentry assembly is required - In case the product appears to lack shine, wiping the surface with a cloth will help clear the surface of dust particles Material & Color Upholstery Color Purple Primary Color Purple Primary Material Fabric Secondary Material Subtype Mango Wood Secondary Material Foam Finish Color Purple Primary Material Subtype Foam","[""Furniture >> Living Room Furniture >> Sofa Beds & Futons >> FabHomeDecor Fabric Double Sofa Bed (Finish Colo...""]",32157.0,22646.0,FabHomeDecor,fabhomedecor fabric double sofa bed,fabhomedecor fabric double sofa bed finish color purple mechanism type pull price r 22646 fine deep seating experience save space new click clack sofa bed easy fold vice versa simple click clack mechanism chrome leg mango wood frame long term durability double cushioned sofa bed provide extra softness make fine seating experience double bed easily sleep twospecifications fabhomedecor fabric double sofa bed finish color purple mechanism type pull installation demo installation demo detail installation demo product done free cost part purchase service partner visit location within 72 business hour delivery product box 1 sofa bed general brand fabhomedecor mattress included delivery condition knock storage included mechanism type pull type sofa bed style contemporary modern filling material microfiber seating capacity 3 seater upholstery type na upholstery included bed size double shape square suitable living room model number fhd132 care instruction avoid outdoor use exposure water prolonged moisture avoid exposure direct heat sunlight cause sofa colour fade keep sharp object away sofa little tear fabric cover may hard repair vacuum sofa periodically soft bristled bruview avoid outdoor use exposure water prolonged moisture avoid exposure direct heat sunlight cause sofa colour fade keep sharp object away sofa little tear fabric cover may hard repair vacuum sofa periodically soft bristled brush attachment lightly brush keep general dirt dust sofa prevent embedding fibre try avoid food drink spillage kind spill occur leave unattended case stain waterfree fabric cleaner used however avoid applying cleaner directly stain cause damage fabric fade colour pour cleaner onto clean cloth test effect hidden area sofa cleaning stain cloth professional scotchguard treatment one easiest effective option protect spill stain keep pet hair bay getting sofa professionally cleaned every 68 month take care nook corner cant reach also make durable finish type matte important note cancellation allowed product 24 hr order booking warranty covered warranty warranty cover kind manufacturing defect concerned product either repaired replaced based discretion service type manufacturer warranty warranty summary 6 month domestic warranty covered warranty warranty cover improper handling dimension weight 40 kg height 838 mm width 1905 mm depth 939 mm disclaimer color product may vary slightly compared picture displayed screen due lighting pixel quality color setting please check product dimension ensure product fit desired location also check product fit throughview color product may vary slightly compared picture displayed screen due lighting pixel quality color setting please check product dimension ensure product fit desired location also check product fit entrance door premise please expect unevenness 5 mm product due difference surface floor level flipkart seller delivering product take type civil work drilling hole wall mount product product assembled case carpentry assembly required case product appears lack shine wiping surface cloth help clear surface dust particle material color upholstery color purple primary color purple primary material fabric secondary material subtype mango wood secondary material foam finish color purple primary material subtype foam,Furniture,76
Style Foot Bellies,"Key Features of Style Foot Bellies ballerina shoes ballerina flats,Style Foot Bellies Price: Rs. 449 ballet shoes that fits perfectly for casual and party wear,Specifications of Style Foot Bellies General Occasion Casual Ideal For Women Shoe Details Heel Height 1 inch Outer Material PU Color Black In the Box 1 slipper","[""Footwear >> Women's Footwear >> Ballerinas >> Style Foot Bellies""]",899.0,449.0,Style Foot,style foot belly,key feature style foot belly ballerina shoe ballerina flatsstyle foot belly price r 449 ballet shoe fit perfectly casual party wearspecifications style foot belly general occasion casual ideal woman shoe detail heel height 1 inch outer material pu color black box 1 slipper,Footwear,74
Carrel Printed Women's,"Key Features of Carrel Printed Women's Fabric: SwimLycra Brand Color: DARK BLUE, WHITE,Carrel Printed Women's Price: Rs. 999 Max-coverage swimwear collection from CARREL BRAND, Brighten up your swim routine with this best fitting. This swimming costume from the house of Carrel is made of imported swim lycra fabric and comes in Darkblue & White Colour. It has to be washed separately and dry in shade. Attractive & classy caressing the water. This swimwear provides excellent protection and Chlorine resistance. fast drying combined with flatlock stitching gives an unmatched comfort and helps you to that performance you have been striving for. This swimwear with its comfort and style is your perfect companion at any pool, beach or water activity. Time for you to do your own thing and Go With The Flow. This Swimwear Lightly padded, for modesty and support. This Product Support To This Size : L, XL, XXL, 3XL,4XL.,Specifications of Carrel Printed Women's Top Details Neck Round Neck Swimsuit Details Fabric SwimLycra Type Swim-dress General Details Pattern Printed Ideal For Women's Occasion Sports Fabric Care Wash with Similar Colors, Use Detergent for Colors In the Box 1 Swimware","[""Clothing >> Women's Clothing >> Sports & Gym Wear >> Swimsuits >> Carrel Swimsuits >> Carrel Printed Women's""]",2499.0,999.0,Carrel,carrel printed womens,key feature carrel printed womens fabric swimlycra brand color dark blue whitecarrel printed womens price r 999 maxcoverage swimwear collection carrel brand brighten swim routine best fitting swimming costume house carrel made imported swim lycra fabric come darkblue white colour washed separately dry shade attractive classy caressing water swimwear provides excellent protection chlorine resistance fast drying combined flatlock stitching give unmatched comfort help performance striving swimwear comfort style perfect companion pool beach water activity time thing go flow swimwear lightly padded modesty support product support size l xl xxl 3xl4xlspecifications carrel printed womens top detail neck round neck swimsuit detail fabric swimlycra type swimdress general detail pattern printed ideal womens occasion sport fabric care wash similar color use detergent color box 1 swimware,Clothing,43
FabHomeDecor Fabric Double Sofa Bed,"FabHomeDecor Fabric Double Sofa Bed (Finish Color - Dark Brown Mechanism Type - Pull Out) Price: Rs. 22,646 • Fine deep seating experience • Save Space with the all new click clack Sofa Bed • Easy to fold and vice versa with simple click clack mechanism • Chrome legs with mango wood frame for long term durability • Double cushioned Sofa Bed to provide you with extra softness to make a fine seating experience • A double bed that can easily sleep two,Specifications of FabHomeDecor Fabric Double Sofa Bed (Finish Color - Dark Brown Mechanism Type - Pull Out) In The Box 1 Sofa Bed Installation & Demo Installation & Demo Details Installation and demo for this product is done free of cost as part of this purchase. Our service partner will visit your location within 72 business hours from the delivery of the product. Important Note Cancellation NOT allowed for this product after 24 hrs of order booking. General Brand FabHomeDecor Mattress Included No Delivery Condition Knock Down Storage Included No Mechanism Type Pull Out Type Sofa Bed Style Contemporary & Modern Filling Material Microfiber Seating Capacity 3 Seater Upholstery Type NA Upholstery Included No Bed Size Double Shape Square Suitable For Living Room Model Number FHD115 Finish Type Matte Care Instructions Avoid outdoor use and exposure to water or prolonged moisture, Avoid exposure to direct heat or sunlight as this can cause the sofa colour to fade, Keep sharp objects away from your sofa, A little tear on the fabric cover may be hard to repair, Vacuum your sofas periodically with a soft bristled bru...View More Avoid outdoor use and exposure to water or prolonged moisture, Avoid exposure to direct heat or sunlight as this can cause the sofa colour to fade, Keep sharp objects away from your sofa, A little tear on the fabric cover may be hard to repair, Vacuum your sofas periodically with a soft bristled brush attachment or lightly brush them to keep general dirt and dust off the sofa and prevent any embedding between the fibres, Try to avoid food and drink spillage of any kind, If spills occur, do not leave unattended, In case of a stain, a water-free fabric cleaner can be used, However, avoid applying the cleaner directly on the stain as this can cause damage to the fabric and fade colour, Pour the cleaner onto a clean cloth and test its effect on a hidden area of the sofa before cleaning the stain with the cloth, A professional scotchguard treatment is one of the easiest and most effective options to protect against spills or stains and keep pet hair at bay, Getting your sofa professionally cleaned once every 6-8 months will not only take care of the nooks and corners that you can't reach, it will also make it more durable Dimensions Weight 40 kg Height 838.2 mm Width 1905 mm Depth 939.8 mm Warranty Covered in Warranty Warranty covers all kind of manufacturing defects. Concerned product will either be repaired or replaced based on discretion. Warranty Summary 6 Months Domestic Warranty Service Type Manufacturer Warranty Not Covered in Warranty Warranty does not cover for Improper Handling Disclaimer - The color of the product may vary slightly compared to the picture displayed on your screen. This is due to lighting, pixel quality and color settings - Please check the product's dimensions to ensure the product will fit in the desired location. Also, check if the product will fit through...View More - The color of the product may vary slightly compared to the picture displayed on your screen. This is due to lighting, pixel quality and color settings - Please check the product's dimensions to ensure the product will fit in the desired location. Also, check if the product will fit through the entrance(s) and door(s) of the premises - Please expect an unevenness of up to 5 mm in the product due to differences in surfaces and floor levels - Flipkart, or the Seller delivering the product, will not take up any type of civil work, such as drilling holes in the wall to mount the product. The product will only be assembled in case carpentry assembly is required - In case the product appears to lack shine, wiping the surface with a cloth will help clear the surface of dust particles Material & Color Primary Material Fabric Primary Color Brown Upholstery Color Dark Brown Secondary Material Foam Secondary Material Subtype Mango Wood Finish Color Dark Brown Primary Material Subtype Foam","[""Furniture >> Living Room Furniture >> Sofa Beds & Futons >> FabHomeDecor Fabric Double Sofa Bed (Finish Colo...""]",32157.0,22646.0,FabHomeDecor,fabhomedecor fabric double sofa bed,fabhomedecor fabric double sofa bed finish color dark brown mechanism type pull price r 22646 fine deep seating experience save space new click clack sofa bed easy fold vice versa simple click clack mechanism chrome leg mango wood frame long term durability double cushioned sofa bed provide extra softness make fine seating experience double bed easily sleep twospecifications fabhomedecor fabric double sofa bed finish color dark brown mechanism type pull box 1 sofa bed installation demo installation demo detail installation demo product done free cost part purchase service partner visit location within 72 business hour delivery product important note cancellation allowed product 24 hr order booking general brand fabhomedecor mattress included delivery condition knock storage included mechanism type pull type sofa bed style contemporary modern filling material microfiber seating capacity 3 seater upholstery type na upholstery included bed size double shape square suitable living room model number fhd115 finish type matte care instruction avoid outdoor use exposure water prolonged moisture avoid exposure direct heat sunlight cause sofa colour fade keep sharp object away sofa little tear fabric cover may hard repair vacuum sofa periodically soft bristled bruview avoid outdoor use exposure water prolonged moisture avoid exposure direct heat sunlight cause sofa colour fade keep sharp object away sofa little tear fabric cover may hard repair vacuum sofa periodically soft bristled brush attachment lightly brush keep general dirt dust sofa prevent embedding fibre try avoid food drink spillage kind spill occur leave unattended case stain waterfree fabric cleaner used however avoid applying cleaner directly stain cause damage fabric fade colour pour cleaner onto clean cloth test effect hidden area sofa cleaning stain cloth professional scotchguard treatment one easiest effective option protect spill stain keep pet hair bay getting sofa professionally cleaned every 68 month take care nook corner cant reach also make durable dimension weight 40 kg height 8382 mm width 1905 mm depth 9398 mm warranty covered warranty warranty cover kind manufacturing defect concerned product either repaired replaced based discretion warranty summary 6 month domestic warranty service type manufacturer warranty covered warranty warranty cover improper handling disclaimer color product may vary slightly compared picture displayed screen due lighting pixel quality color setting please check product dimension ensure product fit desired location also check product fit throughview color product may vary slightly compared picture displayed screen due lighting pixel quality color setting please check product dimension ensure product fit desired location also check product fit entrance door premise please expect unevenness 5 mm product due difference surface floor level flipkart seller delivering product take type civil work drilling hole wall mount product product assembled case carpentry assembly required case product appears lack shine wiping surface cloth help clear surface dust particle material color primary material fabric primary color brown upholstery color dark brown secondary material foam secondary material subtype mango wood finish color dark brown primary material subtype foam,Furniture,76
